species,functional,program,energy_hartree,wall_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
42-TS,B97M-V,Q-Chem,-509.4681423448,72.72,2187.8,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/42-TS_B97M-V.out
43-P1,B97M-V,Q-Chem,-304.8507136419,53.85,1589.0,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/43-P1_B97M-V.out
43-R1,B97M-V,Q-Chem,-304.8186866413,110.6,2059.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/43-R1_B97M-V.out
43-TS,B97M-V,Q-Chem,-304.8069394036,75.17,1993.53,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/43-TS_B97M-V.out
44-P1,B97M-V,Q-Chem,-109.555830255,14.92,39.35,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/44-P1_B97M-V.out
44-P2,B97M-V,Q-Chem,-195.3171411326,65.44,1194.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/44-P2_B97M-V.out
44-TS,B97M-V,Q-Chem,-304.8489368329,55.83,1728.93,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/44-TS_B97M-V.out
45-P1,B97M-V,Q-Chem,-422.8431000733,151.65,4611.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/45-P1_B97M-V.out
45-R1,B97M-V,Q-Chem,-422.8250117227,149.13,4487.89,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/45-R1_B97M-V.out
45-TS,B97M-V,Q-Chem,-422.8088736042,169.68,4831.7,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/45-TS_B97M-V.out
46-P1,B97M-V,Q-Chem,-313.3339115188,142.12,3301.45,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/46-P1_B97M-V.out
46-TS,B97M-V,Q-Chem,-422.8444657753,149.42,4625.2,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/46-TS_B97M-V.out
47-P1,B97M-V,Q-Chem,-309.6999396608,240.77,1817.32,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/47-P1_B97M-V.out
47-R1,B97M-V,Q-Chem,-419.2604783237,121.5,2942.96,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/47-R1_B97M-V.out
47-TS,B97M-V,Q-Chem,-419.2397106504,85.96,2667.89,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/47-TS_B97M-V.out
48-P1,B97M-V,Q-Chem,-951.7553790114,262.96,8020.9,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/48-P1_B97M-V.out
48-R1,B97M-V,Q-Chem,-1061.269198646,382.5,11729.19,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/48-R1_B97M-V.out
48-TS,B97M-V,Q-Chem,-1061.2682096347,329.81,9988.19,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/48-TS_B97M-V.out
49-P1,B97M-V,Q-Chem,-477.4265825916,80.74,2324.61,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/49-P1_B97M-V.out
49-R1,B97M-V,Q-Chem,-586.9140254569,123.97,3824.85,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/49-R1_B97M-V.out
49-TS,B97M-V,Q-Chem,-586.9088439329,119.96,3716.16,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/49-TS_B97M-V.out
5-P1,B97M-V,Q-Chem,-440.271950308,333.17,9915.5,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/5-P1_B97M-V.out
5-R1,B97M-V,Q-Chem,-170.8970481045,13.04,396.49,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/5-R1_B97M-V.out
5-R2,B97M-V,Q-Chem,-269.3412453578,99.2,3023.68,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/5-R2_B97M-V.out
5-TS,B97M-V,Q-Chem,-440.2467420482,334.17,9933.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/5-TS_B97M-V.out
50-R1,B97M-V,Q-Chem,-645.1645540011,97.54,3015.94,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/50-R1_B97M-V.out
50-R2,B97M-V,Q-Chem,-416.0726635195,37.19,1133.48,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/50-R2_B97M-V.out
50-TS,B97M-V,Q-Chem,-1061.2384183717,349.46,10039.59,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/50-TS_B97M-V.out
6-P1,B97M-V,Q-Chem,-440.3068932009,327.47,9795.87,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/6-P1_B97M-V.out
6-TS,B97M-V,Q-Chem,-440.2421733685,308.0,9159.22,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/6-TS_B97M-V.out
7-P1,B97M-V,Q-Chem,-616.2774045071,211.16,6348.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/7-P1_B97M-V.out
7-R1,B97M-V,Q-Chem,-616.2588088321,231.74,6946.2,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/7-R1_B97M-V.out
7-TS,B97M-V,Q-Chem,-616.2527091224,260.81,7815.67,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/7-TS_B97M-V.out
8-P1,B97M-V,Q-Chem,-1115.5065105968,58.94,1772.74,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/8-P1_B97M-V.out
8-R1,B97M-V,Q-Chem,-157.2938024618,16.63,461.83,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/8-R1_B97M-V.out
8-R2,B97M-V,Q-Chem,-958.1572502011,480.55,130.72,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/8-R2_B97M-V.out
8-TS,B97M-V,Q-Chem,-1115.4550415745,59.82,1664.91,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/8-TS_B97M-V.out
9-P1,B97M-V,Q-Chem,-615.0904257287,266.54,8158.54,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/9-P1_B97M-V.out
9-R1,B97M-V,Q-Chem,-615.0813579689,218.27,6376.96,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/9-R1_B97M-V.out
9-TS,B97M-V,Q-Chem,-615.0658555877,225.68,6820.26,reported_by_qchem,,True,calculations/single_points/raw_outputs/B97M-V/9-TS_B97M-V.out
1-P1,M06-2X-D30,ORCA,-616.814421643595,330.115,2640.92,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/1-P1_M06-2X-D30.out
1-R1,M06-2X-D30,ORCA,-616.815060076085,318.989,2551.912,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/1-R1_M06-2X-D30.out
1-TS,M06-2X-D30,ORCA,-616.799127731055,392.416,3139.328,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/1-TS_M06-2X-D30.out
10-P1,M06-2X-D30,ORCA,-153.185190527278,12.373,98.984,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/10-P1_M06-2X-D30.out
10-P2,M06-2X-D30,ORCA,-39.829647854532,6.554,52.432,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/10-P2_M06-2X-D30.out
10-R1,M06-2X-D30,ORCA,-193.029497623831,24.576999999999998,196.61599999999999,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/10-R1_M06-2X-D30.out
10-TS,M06-2X-D30,ORCA,-193.001901558855,25.378,203.024,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/10-TS_M06-2X-D30.out
11-P1,M06-2X-D30,ORCA,-344.931951501841,64.655,517.24,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/11-P1_M06-2X-D30.out
11-P2,M06-2X-D30,ORCA,-203.44721371044,14.837,118.696,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/11-P2_M06-2X-D30.out
11-R1,M06-2X-D30,ORCA,-548.386195814136,176.999,1415.992,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/11-R1_M06-2X-D30.out
11-TS,M06-2X-D30,ORCA,-548.369430365989,139.767,1118.136,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/11-TS_M06-2X-D30.out
12-P1,M06-2X-D30,ORCA,-803.64917076066,163.595,1308.76,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/12-P1_M06-2X-D30.out
12-R1,M06-2X-D30,ORCA,-646.378264706639,50.187,401.496,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/12-R1_M06-2X-D30.out
12-R2,M06-2X-D30,ORCA,-157.214622947468,21.64,173.12,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/12-R2_M06-2X-D30.out
12-TS,M06-2X-D30,ORCA,-803.593884267343,154.521,1236.168,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/12-TS_M06-2X-D30.out
13-P1,M06-2X-D30,ORCA,-456.15276439551,99.678,797.424,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/13-P1_M06-2X-D30.out
13-R2,M06-2X-D30,ORCA,-263.085068658966,18.505,148.04,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/13-R2_M06-2X-D30.out
13-TS,M06-2X-D30,ORCA,-456.102436438213,210.298,1682.384,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/13-TS_M06-2X-D30.out
14-P1,M06-2X-D30,ORCA,-388.382750126546,108.82,870.56,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/14-P1_M06-2X-D30.out
14-R1,M06-2X-D30,ORCA,-193.022670672903,26.185,209.48,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/14-R1_M06-2X-D30.out
14-R2,M06-2X-D30,ORCA,-195.283555937091,25.98,207.84,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/14-R2_M06-2X-D30.out
14-TS,M06-2X-D30,ORCA,-388.330933516511,121.397,971.176,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/14-TS_M06-2X-D30.out
15-P1,M06-2X-D30,ORCA,-385.00713227918,81.541,652.328,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/15-P1_M06-2X-D30.out
15-R1,M06-2X-D30,ORCA,-306.401118144001,35.93,287.44,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/15-R1_M06-2X-D30.out
15-R2,M06-2X-D30,ORCA,-78.580912766726,8.395,67.16,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/15-R2_M06-2X-D30.out
15-TS,M06-2X-D30,ORCA,-384.951009632721,87.134,697.072,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/15-TS_M06-2X-D30.out
16-P1,M06-2X-D30,ORCA,-460.232659023566,95.387,763.096,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/16-P1_M06-2X-D30.out
16-R1,M06-2X-D30,ORCA,-381.631469967085,61.825,494.6,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/16-R1_M06-2X-D30.out
16-TS,M06-2X-D30,ORCA,-460.185136703935,102.961,823.688,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/16-TS_M06-2X-D30.out
17-P1,M06-2X-D30,ORCA,-647.647772763521,134.592,1076.736,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/17-P1_M06-2X-D30.out
17-R2,M06-2X-D30,ORCA,-341.21330580091,22.442,179.536,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/17-R2_M06-2X-D30.out
17-TS,M06-2X-D30,ORCA,-647.605840821658,152.266,1218.128,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/17-TS_M06-2X-D30.out
18-P1,M06-2X-D30,ORCA,-555.333831892798,57.724,461.792,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/18-P1_M06-2X-D30.out
18-R1,M06-2X-D30,ORCA,-398.107395204365,4.4719999999999995,35.775999999999996,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/18-R1_M06-2X-D30.out
18-TS,M06-2X-D30,ORCA,-555.321096456628,62.855,502.84,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/18-TS_M06-2X-D30.out
19-P1,M06-2X-D30,ORCA,-554.097004670113,48.761,390.088,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/19-P1_M06-2X-D30.out
19-R2,M06-2X-D30,ORCA,-155.984542209158,18.372,146.976,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/19-R2_M06-2X-D30.out
19-TS,M06-2X-D30,ORCA,-554.088442092504,51.65,413.2,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/19-TS_M06-2X-D30.out
2-P1,M06-2X-D30,ORCA,-616.836361650075,329.311,2634.488,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/2-P1_M06-2X-D30.out
2-TS,M06-2X-D30,ORCA,-616.809774073645,321.931,2575.448,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/2-TS_M06-2X-D30.out
20-P1,M06-2X-D30,ORCA,-780.264181538928,92.058,736.464,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/20-P1_M06-2X-D30.out
20-P2,M06-2X-D30,ORCA,-231.560081894436,48.814,390.512,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/20-P2_M06-2X-D30.out
20-R1,M06-2X-D30,ORCA,-1011.821265932733,308.06,2464.48,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/20-R1_M06-2X-D30.out
20-TS,M06-2X-D30,ORCA,-1011.810302126221,339.869,2718.952,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/20-TS_M06-2X-D30.out
21-P1,M06-2X-D30,ORCA,-914.613329206588,227.886,1823.088,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/21-P1_M06-2X-D30.out
21-R1,M06-2X-D30,ORCA,-914.601236255048,224.338,1794.704,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/21-R1_M06-2X-D30.out
21-TS,M06-2X-D30,ORCA,-914.588674474599,251.526,2012.208,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/21-TS_M06-2X-D30.out
22-P1,M06-2X-D30,ORCA,-595.248755808693,303.215,2425.72,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/22-P1_M06-2X-D30.out
22-R1,M06-2X-D30,ORCA,-595.229710832429,324.926,2599.408,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/22-R1_M06-2X-D30.out
22-TS,M06-2X-D30,ORCA,-595.211805015934,280.847,2246.776,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/22-TS_M06-2X-D30.out
23-P1,M06-2X-D30,ORCA,-310.973581011602,104.751,838.008,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/23-P1_M06-2X-D30.out
23-R1,M06-2X-D30,ORCA,-310.964130530678,120.577,964.616,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/23-R1_M06-2X-D30.out
23-TS,M06-2X-D30,ORCA,-310.950008037883,109.034,872.272,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/23-TS_M06-2X-D30.out
24-P1,M06-2X-D30,ORCA,-463.429947330791,203.908,1631.264,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/24-P1_M06-2X-D30.out
24-R1,M06-2X-D30,ORCA,-463.413882936065,617.148,4937.184,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/24-R1_M06-2X-D30.out
24-TS,M06-2X-D30,ORCA,-463.404740091211,217.716,1741.728,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/24-TS_M06-2X-D30.out
25-P1,M06-2X-D30,ORCA,-385.466109259186,131.757,1054.056,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/25-P1_M06-2X-D30.out
25-R1,M06-2X-D30,ORCA,-384.788565613921,440.764,3526.112,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/25-R1_M06-2X-D30.out
25-R2,M06-2X-D30,ORCA,-40.506568321865,6.525,52.2,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/25-R2_M06-2X-D30.out
25-TS,M06-2X-D30,ORCA,-425.274896479258,167.621,1340.968,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/25-TS_M06-2X-D30.out
26-P2,M06-2X-D30,ORCA,-115.052233371699,9.83,78.64,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/26-P2_M06-2X-D30.out
26-R2,M06-2X-D30,ORCA,-115.728202851467,8.433,67.464,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/26-R2_M06-2X-D30.out
26-TS,M06-2X-D30,ORCA,-500.502477022609,240.194,1921.552,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/26-TS_M06-2X-D30.out
27-P1,M06-2X-D30,ORCA,-75.739717409277,5.14,41.12,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/27-P1_M06-2X-D30.out
27-P2,M06-2X-D30,ORCA,-549.23286675667,10.065,80.52,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/27-P2_M06-2X-D30.out
27-R1,M06-2X-D30,ORCA,-548.539192907898,8.146,65.168,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/27-R1_M06-2X-D30.out
27-R2,M06-2X-D30,ORCA,-76.436379332659,5.049,40.392,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/27-R2_M06-2X-D30.out
27-TS,M06-2X-D30,ORCA,-624.967494648936,20.558,164.464,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/27-TS_M06-2X-D30.out
28-TS,M06-2X-D30,ORCA,-589.041140176877,23.084,184.672,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/28-TS_M06-2X-D30.out
29-P1,M06-2X-D30,ORCA,-157.778255548369,31.455,251.64,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/29-P1_M06-2X-D30.out
29-R1,M06-2X-D30,ORCA,-158.440346677479,29.047,232.376,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/29-R1_M06-2X-D30.out
29-TS,M06-2X-D30,ORCA,-706.981121796047,88.558,708.464,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/29-TS_M06-2X-D30.out
3-P1,M06-2X-D30,ORCA,-834.237813294855,188.973,1511.784,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/3-P1_M06-2X-D30.out
3-R1,M06-2X-D30,ORCA,-834.223569308861,142.473,1139.784,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/3-R1_M06-2X-D30.out
3-TS,M06-2X-D30,ORCA,-834.200498655182,190.056,1520.448,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/3-TS_M06-2X-D30.out
30-P1,M06-2X-D30,ORCA,-117.248106202599,16.235,129.88,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/30-P1_M06-2X-D30.out
30-R1,M06-2X-D30,ORCA,-117.897326966656,12.877,103.016,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/30-R1_M06-2X-D30.out
30-TS,M06-2X-D30,ORCA,-666.436871194066,48.441,387.528,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/30-TS_M06-2X-D30.out
31-P1,M06-2X-D30,ORCA,-754.192641576973,195.787,1566.296,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/31-P1_M06-2X-D30.out
31-R1,M06-2X-D30,ORCA,-754.164217849565,208.931,1671.448,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/31-R1_M06-2X-D30.out
31-TS,M06-2X-D30,ORCA,-754.155167650209,205.522,1644.176,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/31-TS_M06-2X-D30.out
32-P1,M06-2X-D30,ORCA,-562.430109163008,84.354,674.832,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/32-P1_M06-2X-D30.out
32-R1,M06-2X-D30,ORCA,-562.406152722612,85.172,681.376,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/32-R1_M06-2X-D30.out
32-TS,M06-2X-D30,ORCA,-562.396100951423,89.172,713.376,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/32-TS_M06-2X-D30.out
33-P1,M06-2X-D30,ORCA,-679.136078458745,183.159,1465.272,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/33-P1_M06-2X-D30.out
33-R1,M06-2X-D30,ORCA,-679.114026282135,189.378,1515.024,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/33-R1_M06-2X-D30.out
33-TS,M06-2X-D30,ORCA,-679.102009440726,189.324,1514.592,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/33-TS_M06-2X-D30.out
34-P1,M06-2X-D30,ORCA,-1139.985775867947,213.925,1711.4,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/34-P1_M06-2X-D30.out
34-R1,M06-2X-D30,ORCA,-1139.963739574725,238.156,1905.248,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/34-R1_M06-2X-D30.out
34-TS,M06-2X-D30,ORCA,-1139.951802545391,229.435,1835.48,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/34-TS_M06-2X-D30.out
35-P1,M06-2X-D30,ORCA,-3254.025825795702,267.649,2141.192,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/35-P1_M06-2X-D30.out
35-R1,M06-2X-D30,ORCA,-3254.0032874411,305.397,2443.176,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/35-R1_M06-2X-D30.out
35-TS,M06-2X-D30,ORCA,-3253.99230222949,224.959,1799.672,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/35-TS_M06-2X-D30.out
36-P1,M06-2X-D30,ORCA,-1074.969698476748,179.184,1433.472,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/36-P1_M06-2X-D30.out
36-R1,M06-2X-D30,ORCA,-1074.940167882248,200.293,1602.344,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/36-R1_M06-2X-D30.out
36-TS,M06-2X-D30,ORCA,-1074.93061964915,185.38,1483.04,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/36-TS_M06-2X-D30.out
37-P1,M06-2X-D30,ORCA,-751.982970701564,169.889,1359.112,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/37-P1_M06-2X-D30.out
37-R1,M06-2X-D30,ORCA,-751.957167516919,452.669,3621.352,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/37-R1_M06-2X-D30.out
37-TS,M06-2X-D30,ORCA,-751.944277499423,167.701,1341.608,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/37-TS_M06-2X-D30.out
38-P1,M06-2X-D30,ORCA,-348.320733384381,106.449,851.592,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/38-P1_M06-2X-D30.out
38-P2,M06-2X-D30,ORCA,-460.147715248295,4.929,39.432,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/38-P2_M06-2X-D30.out
38-R1,M06-2X-D30,ORCA,-808.488451253664,131.005,1048.04,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/38-R1_M06-2X-D30.out
38-TS,M06-2X-D30,ORCA,-808.472969933789,133.052,1064.416,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/38-TS_M06-2X-D30.out
39-P2,M06-2X-D30,ORCA,-2574.210865649539,5.667,45.336,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/39-P2_M06-2X-D30.out
39-R1,M06-2X-D30,ORCA,-2922.531374459415,148.099,1184.792,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/39-R1_M06-2X-D30.out
39-TS,M06-2X-D30,ORCA,-2922.525247159934,157.992,1263.936,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/39-TS_M06-2X-D30.out
4-P1,M06-2X-D30,ORCA,-834.246364590812,187.701,1501.608,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/4-P1_M06-2X-D30.out
4-TS,M06-2X-D30,ORCA,-834.196387240339,198.429,1587.432,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/4-TS_M06-2X-D30.out
40-P1,M06-2X-D30,ORCA,-462.851379335591,161.099,1288.792,estimated_from_wall_time_and_nprocs,8,True,calculations/single_points/raw_outputs/M06-2X-D30/40-P1_M06-2X-D30.out
