rxn_number,functional,program,R1_energy_kcal_mol,R2_energy_kcal_mol,TS_energy_kcal_mol,P1_energy_kcal_mol,P2_energy_kcal_mol,R1_gpu_time_s,R2_gpu_time_s,TS_gpu_time_s,P1_gpu_time_s,P2_gpu_time_s
37,esen-md-direct-all-omol,ASE,-471838.29690984,,-471830.05120656,-471850.37065946,,0.02813704,,0.02629177,0.02604057,
37,esen-sm-conserving-all-omol,ASE,-471835.37638774,,-471828.71101153,-471849.97296413,,0.03594115,,0.03809815,0.03550092,
37,esen-sm-direct-all-omol,ASE,-471837.32319597,,-471829.79034328,-471849.07805863,,0.01539059,,0.01328006,0.01296460,
37,orbmol_v1_conservative,ASE,-471834.53857912,,-471828.83561402,-471848.82840294,,0.01276511,,0.01286258,0.01312736,
37,orbmol_v1_direct,ASE,-471832.86677157,,-471827.25536048,-471847.57067771,,0.00757396,,0.00761800,0.00755253,
37,orbmol_v2,ASE,-471835.36695032,,-471827.36363954,-471850.01447264,,0.01335057,,0.01275066,0.01358462,
37,polar-1-l,ASE,-471836.37213857,,-471828.17464162,-471849.08641169,,0.17981121,,0.17759004,0.17889830,
37,polar-1-m,ASE,-471837.20001957,,-471829.53084142,-471848.27657997,,0.08710354,,0.08564304,0.08607976,
37,polar-1-s,ASE,-471838.97860787,,-471824.72286496,-471846.81398433,,0.04220937,,0.04098916,0.04191214,
37,uma-m-1p1,ASE,-471831.61217496,,-471829.33653815,-471850.43940387,,0.10377236,,0.10431301,0.10424389,
37,uma-s-1p1,ASE,-471835.86602952,,-471828.85902549,-471849.57710816,,0.04316873,,0.04313485,0.04438903,
37,uma-s-1p2,ASE,-471825.28803465,,-471828.85037609,-471850.29776742,,0.04243849,,0.04353879,0.04115464,
38,MACE-OMOL,ASE,-507302.33493974,,-507293.83207681,-218557.00849154,-288737.90873134,0.06701369,,0.06549706,0.06151151,0.03244190
38,aimnet2-nse,ASE,-507513.77851519,,-507501.95597084,-218726.03674547,-288773.89686937,0.00352674,,0.00338355,0.00332707,0.00315460
38,allscaip-md-conserving-all-omol,ASE,-507301.28225218,,-507293.52498523,-218556.50289717,-288733.51953906,0.05988041,,0.05974657,0.06129293,0.00110611
38,allscaip-md-direct-all-omol,ASE,-507302.83029238,,-507294.64371465,-218556.57332805,-288733.51953906,0.02240620,,0.01935713,0.01903500,0.00090791
38,esen-md-direct-all-omol,ASE,-507302.78722053,,-507294.43899155,-218556.63543055,-288733.51953906,0.02599192,,0.02612796,0.02640937,0.00110629
38,esen-sm-conserving-all-omol,ASE,-507301.04475990,,-507292.32457505,-218556.50983279,-288733.51953906,0.03553713,,0.03532987,0.03669256,0.00098555
38,esen-sm-direct-all-omol,ASE,-507300.81839284,,-507294.17381573,-218556.69557657,-288733.51953906,0.01297040,,0.01335537,0.01516705,0.00078102
38,orbmol_v1_conservative,ASE,-507302.17922585,,-507292.15480501,-218556.31863775,-288731.06830177,0.01331255,,0.01317127,0.01324334,0.01142648
38,orbmol_v1_direct,ASE,-507298.88808471,,-507293.70892988,-218556.26391300,-288733.83706046,0.00808067,,0.00769160,0.00813659,0.00705435
38,orbmol_v2,ASE,-507303.59512284,,-507293.51611998,-218556.97378697,-288743.09296476,0.01292001,,0.01327385,0.01322210,0.01223652
38,polar-1-l,ASE,-507301.91967647,,-507294.78893518,-218555.25312812,-288734.88917135,0.16415820,,0.16452305,0.16111916,0.08362680
38,polar-1-m,ASE,-507300.32655250,,-507292.76715236,-218555.08622676,-288732.62317856,0.08105779,,0.08110048,0.07967916,0.05439921
38,polar-1-s,ASE,-507293.22513868,,-507280.01878143,-218551.26112764,-288726.44025969,0.04157370,,0.04096368,0.04123295,0.03291517
38,uma-m-1p1,ASE,-507301.77669597,,-507293.15697513,-218556.32931064,-288733.51953906,0.10493883,,0.10473629,0.10423357,0.00109537
38,uma-s-1p1,ASE,-507300.38138163,,-507294.94709285,-218556.07490543,-288733.51953906,0.04535856,,0.04425694,0.04263147,0.00116957
38,uma-s-1p2,ASE,-507302.42675078,,-507294.54657637,-218556.68405511,-288733.54908402,0.04200455,,0.04181982,0.04469260,0.04011753
39,MACE-OMOL,ASE,-1833747.13124132,,-1833743.68890167,-218557.00849154,-1615193.89700759,0.06640598,,0.06663634,0.06151151,0.03003242
39,aimnet2-nse,ASE,-1834004.94838126,,-1833998.46855271,-218726.03674547,-1615278.93662441,0.00333407,,0.00330307,0.00332707,0.00311586
39,allscaip-md-conserving-all-omol,ASE,-1833745.80586867,,-1833743.47637775,-218556.50289717,-1615189.66250222,0.05956904,,0.06015134,0.06129293,0.00102507
39,allscaip-md-direct-all-omol,ASE,-1833747.39410521,,-1833745.07334246,-218556.57332805,-1615189.66250222,0.01898702,,0.01889445,0.01903500,0.00075836
39,esen-md-direct-all-omol,ASE,-1833747.41252696,,-1833744.49310096,-218556.63543055,-1615189.66250222,0.02601854,,0.02599312,0.02640937,0.00092496
39,esen-sm-conserving-all-omol,ASE,-1833745.57392441,,-1833742.99998051,-218556.50983279,-1615189.66250222,0.03588264,,0.03624888,0.03669256,0.00087357
39,esen-sm-direct-all-omol,ASE,-1833745.88851102,,-1833745.20027151,-218556.69557657,-1615189.66250222,0.01384492,,0.01325152,0.01516705,0.00088656
39,orbmol_v1_conservative,ASE,-1833746.51839697,,-1833743.50249759,-218556.31863775,-1615187.87691821,0.01319483,,0.01269955,0.01324334,0.01062418
39,orbmol_v1_direct,ASE,-1833743.95544207,,-1833742.93498051,-218556.26391300,-1615190.05329082,0.00757557,,0.00759503,0.00813659,0.00643644
39,orbmol_v2,ASE,-1833748.12254490,,-1833744.70070701,-218556.97378697,-1615194.38729589,0.01331789,,0.01381681,0.01322210,0.01153115
39,polar-1-l,ASE,-1833746.59934249,,-1833744.35802804,-218555.25312812,-1615191.32426816,0.16435286,,0.16513443,0.16111916,0.08406623
39,polar-1-m,ASE,-1833745.06750906,,-1833742.22818411,-218555.08622676,-1615190.05699822,0.08089966,,0.08050031,0.07967916,0.05266998
39,polar-1-s,ASE,-1833737.02415102,,-1833725.18436999,-218551.26112764,-1615185.55426199,0.04374159,,0.04611154,0.04123295,0.03647269
39,uma-m-1p1,ASE,-1833746.36431458,,-1833743.74579705,-218556.32931064,-1615189.66250222,0.10846916,,0.10576397,0.10423357,0.00103625
39,uma-s-1p1,ASE,-1833744.92572295,,-1833744.06343696,-218556.07490543,-1615189.66250222,0.04486471,,0.04442974,0.04263147,0.00090975
39,uma-s-1p2,ASE,-1833747.05613852,,-1833744.86947734,-218556.68405511,-1615189.68453680,0.04541938,,0.04599433,0.04469260,0.04064897
40,MACE-OMOL,ASE,-579171.67312089,,-579163.23343659,-290423.27815060,-288737.90873134,0.07842683,,0.07627888,0.07458587,0.03244190
40,aimnet2-nse,ASE,-579422.26565663,,-579413.13256457,-290634.20963905,-288773.89686937,0.00330687,,0.00561509,0.00331561,0.00315460
40,allscaip-md-conserving-all-omol,ASE,-579170.94040198,,-579163.23451168,-290423.18978499,-288733.51953906,0.06161599,,0.06049215,0.06266183,0.00110611
40,allscaip-md-direct-all-omol,ASE,-579172.39228105,,-579164.36591413,-290423.11535083,-288733.51953906,0.01887741,,0.01892796,0.01893790,0.00090791
40,esen-md-direct-all-omol,ASE,-579172.77195007,,-579164.58792118,-290423.09360707,-288733.51953906,0.02597679,,0.02631739,0.02652434,0.00110629
40,esen-sm-conserving-all-omol,ASE,-579170.57788190,,-579162.24921424,-290422.69423111,-288733.51953906,0.03549499,,0.03453201,0.03605242,0.00098555
40,esen-sm-direct-all-omol,ASE,-579169.70409739,,-579164.29535859,-290422.72874357,-288733.51953906,0.01263535,,0.01279971,0.01267598,0.00078102
40,orbmol_v1_conservative,ASE,-579171.70071986,,-579161.74443102,-290423.28980700,-288731.06830177,0.01305677,,0.01295524,0.01263733,0.01142648
40,orbmol_v1_direct,ASE,-579168.71399497,,-579164.12551740,-290422.77150496,-288733.83706046,0.00869469,,0.00840746,0.00870289,0.00705435
40,orbmol_v2,ASE,-579172.91011509,,-579162.80925193,-290423.00577155,-288743.09296476,0.01342786,,0.01337598,0.01238823,0.01223652
40,polar-1-l,ASE,-579171.40719371,,-579164.53588200,-290421.47848642,-288734.88917135,0.17754979,,0.17509749,0.17373961,0.08362680
40,polar-1-m,ASE,-579170.40666941,,-579163.05669426,-290421.77500866,-288732.62317856,0.08591083,,0.08634211,0.08469898,0.05439921
40,polar-1-s,ASE,-579163.91037902,,-579150.39130034,-290417.35953061,-288726.44025969,0.04882785,,0.04498579,0.04541062,0.03291517
40,uma-m-1p1,ASE,-579171.19903710,,-579162.88560588,-290422.83229909,-288733.51953906,0.10508187,,0.10900144,0.10847283,0.00109537
40,uma-s-1p1,ASE,-579169.33446457,,-579164.51757905,-290422.95972148,-288733.51953906,0.04373686,,0.04565925,0.04634349,0.00116957
40,uma-s-1p2,ASE,-579171.90178821,,-579164.42656309,-290422.81686304,-288733.54908402,0.04273088,,0.04191073,0.04581798,0.04011753
41,MACE-OMOL,ASE,-805004.42235200,,-804999.37251777,-516257.32037745,-288737.90873134,0.07364536,,0.07328361,0.07219239,0.03244190
41,aimnet2-nse,ASE,-805282.55808233,,-805281.30421309,-516497.63260082,-288773.89686937,0.00359354,,0.00359897,0.00349183,0.00315460
41,allscaip-md-conserving-all-omol,ASE,-805005.38097648,,-804999.60390436,-516256.48518816,-288733.51953906,0.06278729,,0.06132911,0.06131782,0.00110611
41,allscaip-md-direct-all-omol,ASE,-805007.20556238,,-804999.85564144,-516256.55231470,-288733.51953906,0.01895905,,0.01894589,0.01886926,0.00090791
41,esen-md-direct-all-omol,ASE,-805006.48984886,,-805000.70144694,-516256.55287523,-288733.51953906,0.02653051,,0.02625940,0.02657658,0.00110629
41,esen-sm-conserving-all-omol,ASE,-805004.91826304,,-804999.01181022,-516256.23312283,-288733.51953906,0.03579073,,0.03541519,0.03619566,0.00098555
41,esen-sm-direct-all-omol,ASE,-805004.41339758,,-805000.68773439,-516256.28524680,-288733.51953906,0.01293334,,0.01270143,0.01290950,0.00078102
41,orbmol_v1_conservative,ASE,-805005.61307545,,-804998.25327173,-516256.75539203,-288731.06830177,0.01269529,,0.01346291,0.01246445,0.01142648
41,orbmol_v1_direct,ASE,-805003.06803190,,-805002.05860825,-516256.45578882,-288733.83706046,0.00834994,,0.00842508,0.00837115,0.00705435
41,orbmol_v2,ASE,-805007.05429927,,-804999.64330858,-516256.35781471,-288743.09296476,0.01316511,,0.01379438,0.01258837,0.01223652
41,polar-1-l,ASE,-805005.11326342,,-805001.24771850,-516254.69548702,-288734.88917135,0.17449117,,0.17445514,0.17196713,0.08362680
41,polar-1-m,ASE,-805003.15122924,,-805000.42145990,-516254.72073552,-288732.62317856,0.08362445,,0.08460564,0.08356575,0.05439921
41,polar-1-s,ASE,-804995.21655518,,-804993.41993325,-516250.16104898,-288726.44025969,0.04494998,,0.04540183,0.04570515,0.03291517
41,uma-m-1p1,ASE,-805005.93028889,,-804999.98196803,-516256.39585011,-288733.51953906,0.10434120,,0.10749281,0.10226565,0.00109537
41,uma-s-1p1,ASE,-805004.90386387,,-805000.41468310,-516256.47727117,-288733.51953906,0.04589382,,0.04285247,0.04363827,0.00116957
41,uma-s-1p2,ASE,-805005.00729866,,-804999.66242300,-516256.27468839,-288733.54908402,0.04171213,,0.04144921,0.04174791,0.04011753
42,MACE-OMOL,ASE,-270320.29240898,-49301.30115614,-319606.68972390,-319643.58087172,,0.04330232,0.04091162,0.06121124,0.06121188,
42,aimnet2-nse,ASE,-270471.83364859,-49345.79513674,-319793.23984423,-319835.57803266,,0.00327839,0.00329745,0.00330880,0.00332681,
42,allscaip-md-conserving-all-omol,ASE,-270320.94155304,-49301.23990124,-319611.11194165,-319643.41280498,,0.05980580,0.05772811,0.06480787,0.06058915,
42,allscaip-md-direct-all-omol,ASE,-270321.19359526,-49301.26302609,-319613.41865409,-319643.80839063,,0.01888456,0.02045495,0.01895968,0.01908201,
42,esen-md-direct-all-omol,ASE,-270321.45448248,-49301.24580207,-319613.53874587,-319643.51621351,,0.02642310,0.02519268,0.02619799,0.02682172,
42,esen-sm-conserving-all-omol,ASE,-270321.15864931,-49301.25448861,-319610.02606223,-319642.12737834,,0.03613346,0.03491650,0.03489580,0.03674215,
42,esen-sm-direct-all-omol,ASE,-270322.02301013,-49301.25243921,-319612.54269184,-319643.69518989,,0.01295421,0.01258283,0.01455916,0.01282732,
42,orbmol_v1_conservative,ASE,-270321.48687267,-49301.23546416,-319608.95985357,-319643.41501753,,0.01194449,0.01092536,0.01236564,0.01300341,
42,orbmol_v1_direct,ASE,-270319.85710123,-49301.20195573,-319606.22047958,-319643.81961564,,0.00755895,0.00962253,0.00758633,0.00794262,
42,orbmol_v2,ASE,-270320.68115349,-49301.23434874,-319611.77458706,-319642.83913389,,0.01341719,0.02113577,0.01425019,0.01336494,
42,polar-1-l,ASE,-270321.35025341,-49301.21778557,-319609.32838619,-319642.29301588,,0.13398773,0.14390102,0.15856201,0.15738878,
42,polar-1-m,ASE,-270318.90576279,-49301.21669343,-319607.37928711,-319641.58523884,,0.06526507,0.07105985,0.07437371,0.07425187,
42,polar-1-s,ASE,-270316.30695741,-49301.16739638,-319602.76083514,-319635.85635041,,0.04099118,0.03753023,0.04084927,0.04155619,
42,uma-m-1p1,ASE,-270321.48980240,-49301.21509613,-319612.29013808,-319643.18925218,,0.10563582,0.09493454,0.10641479,0.10680377,
42,uma-s-1p1,ASE,-270321.63511790,-49301.23625493,-319609.73395988,-319643.42801194,,0.04402234,0.04510554,0.04237029,0.04531278,
42,uma-s-1p2,ASE,-270320.95543006,-49301.24110367,-319610.32251054,-319643.51643275,,0.04095733,0.05403212,0.04106788,0.04167942,
43,MACE-OMOL,ASE,-191193.55295745,,-191183.33841495,-191212.04608394,,0.05321221,,0.05316198,0.05364518,
43,aimnet2-nse,ASE,-191319.79045547,,-191308.28631438,-191346.92624533,,0.00353316,,0.00342407,0.00340404,
43,allscaip-md-conserving-all-omol,ASE,-191193.19870268,,-191184.22900281,-191213.19900745,,0.06090658,,0.06143586,0.06203185,
43,allscaip-md-direct-all-omol,ASE,-191192.90292887,,-191183.79441389,-191212.78032993,,0.01890375,,0.01880616,0.01904561,
43,esen-md-direct-all-omol,ASE,-191193.72721939,,-191183.76410914,-191213.70995205,,0.02598274,,0.02638437,0.02637754,
43,esen-sm-conserving-all-omol,ASE,-191193.47757753,,-191181.66791961,-191213.45090095,,0.03539088,,0.03633284,0.03585955,
43,esen-sm-direct-all-omol,ASE,-191194.52535646,,-191182.30313814,-191213.57265643,,0.01248104,,0.01275778,0.01271677,
43,orbmol_v1_conservative,ASE,-191191.17606787,,-191179.29936051,-191211.54058085,,0.01227642,,0.01328763,0.01280607,
43,orbmol_v1_direct,ASE,-191188.27237902,,-191178.00590704,-191212.04918984,,0.00755749,,0.00754408,0.00765369,
43,orbmol_v2,ASE,-191192.20180305,,-191181.52803345,-191211.57870992,,0.01364372,,0.01408116,0.01406399,
43,polar-1-l,ASE,-191192.79780578,,-191181.01598541,-191211.76680569,,0.13906662,,0.14025628,0.14332122,
43,polar-1-m,ASE,-191192.69677014,,-191179.02235766,-191209.39854495,,0.06795596,,0.06823349,0.06839530,
43,polar-1-s,ASE,-191188.70590587,,-191172.68186934,-191207.35605920,,0.03953207,,0.04060287,0.04037413,
43,uma-m-1p1,ASE,-191192.69931297,,-191183.75582333,-191213.15084043,,0.10301598,,0.10375023,0.10614530,
43,uma-s-1p1,ASE,-191192.56113984,,-191183.90596177,-191212.91688752,,0.04505585,,0.04279838,0.04384359,
43,uma-s-1p2,ASE,-191192.46598922,,-191182.95373632,-191212.48109117,,0.04108398,,0.04125626,0.04323912,
44,MACE-OMOL,ASE,-191212.04608394,,-191209.14498243,-68745.28342407,-122482.63295590,0.05364518,,0.05417538,0.03986929,0.04796700
44,aimnet2-nse,ASE,-191346.92624533,,-191342.89880435,-68783.09008160,-122583.30200223,0.00340404,,0.00341349,0.00336876,0.00339683
44,allscaip-md-conserving-all-omol,ASE,-191213.19900745,,-191210.20367907,-68745.30884695,-122483.02740425,0.06203185,,0.06137337,0.06026147,0.06155447
44,allscaip-md-direct-all-omol,ASE,-191212.78032993,,-191209.38868466,-68745.31132864,-122483.07023966,0.01904561,,0.02131254,0.01847647,0.02084625
44,esen-md-direct-all-omol,ASE,-191213.70995205,,-191211.60745941,-68745.29616274,-122483.21687982,0.02637754,,0.02613845,0.02577186,0.02610283
44,esen-sm-conserving-all-omol,ASE,-191213.45090095,,-191211.04983769,-68745.29495435,-122482.79667193,0.03585955,,0.03576504,0.03398204,0.03542432
44,esen-sm-direct-all-omol,ASE,-191213.57265643,,-191207.97410556,-68745.31050451,-122483.80090809,0.01271677,,0.01314118,0.01253512,0.01284389
44,orbmol_v1_conservative,ASE,-191211.54058085,,-191207.48611656,-68745.28374344,-122482.71310434,0.01280607,,0.01213295,0.01291067,0.01313663
44,orbmol_v1_direct,ASE,-191212.04918984,,-191207.59023836,-68745.29686663,-122483.10891541,0.00765369,,0.00754512,0.00740196,0.00751478
44,orbmol_v2,ASE,-191211.57870992,,-191209.64510154,-68745.30266296,-122483.32959118,0.01406399,,0.01291382,0.01272638,0.01337189
44,polar-1-l,ASE,-191211.76680569,,-191207.54396718,-68745.40137269,-122482.59742036,0.14332122,,0.13917216,0.11234069,0.13529795
44,polar-1-m,ASE,-191209.39854495,,-191206.08323688,-68745.23708268,-122484.14304841,0.06839530,,0.06801244,0.06009061,0.06553965
44,polar-1-s,ASE,-191207.35605920,,-191199.61462485,-68745.22074053,-122477.97565024,0.04037413,,0.04094628,0.03933151,0.03970137
44,uma-m-1p1,ASE,-191213.15084043,,-191209.75396191,-68745.26371299,-122483.14505904,0.10614530,,0.09877922,0.09996148,0.10248225
44,uma-s-1p1,ASE,-191212.91688752,,-191209.28140533,-68745.28794606,-122483.23124993,0.04384359,,0.04477086,0.04206539,0.04582090
44,uma-s-1p2,ASE,-191212.48109117,,-191209.89701618,-68745.28414388,-122482.88432818,0.04323912,,0.04525699,0.04000899,0.04184264
45,MACE-OMOL,ASE,-265190.72622287,,-265177.26891077,-265199.75841582,,0.08716484,,0.08719163,0.08700072,
45,aimnet2-nse,ASE,-265392.80573638,,-265372.59058355,-265403.72733013,,0.00339921,,0.00333286,0.00344940,
45,allscaip-md-conserving-all-omol,ASE,-265191.22847525,,-265178.57893812,-265201.32205622,,0.06168155,,0.06080258,0.06144763,
45,allscaip-md-direct-all-omol,ASE,-265189.45311488,,-265176.05520612,-265200.99799488,,0.01825877,,0.01829981,0.01824135,
45,esen-md-direct-all-omol,ASE,-265191.15131996,,-265179.02333885,-265201.60166525,,0.02642843,,0.02601739,0.02663743,
45,esen-sm-conserving-all-omol,ASE,-265187.83586888,,-265174.02389081,-265200.16561656,,0.03602700,,0.03629608,0.03554225,
45,esen-sm-direct-all-omol,ASE,-265188.65477694,,-265175.38187300,-265200.96036202,,0.01291150,,0.01263661,0.01311325,
45,orbmol_v1_conservative,ASE,-265189.69797050,,-265171.72666000,-265198.56082926,,0.01272612,,0.01192727,0.01233453,
45,orbmol_v1_direct,ASE,-265191.92538750,,-265172.56362614,-265198.36641061,,0.00767099,,0.00756063,0.00761327,
45,orbmol_v2,ASE,-265189.77034151,,-265176.69820125,-265200.02713799,,0.01333798,,0.01396123,0.01297270,
45,polar-1-l,ASE,-265188.86228979,,-265175.59831128,-265199.83639319,,0.18026041,,0.17997694,0.18014630,
45,polar-1-m,ASE,-265189.32319511,,-265170.99535724,-265194.55366182,,0.08442445,,0.08439509,0.08406096,
45,polar-1-s,ASE,-265182.31759597,,-265166.91345949,-265187.21333645,,0.04408515,,0.04241265,0.04308343,
45,uma-m-1p1,ASE,-265189.85890262,,-265177.35215820,-265200.62196662,,0.10188671,,0.09706163,0.10738621,
45,uma-s-1p1,ASE,-265191.48612259,,-265176.61507875,-265200.57167682,,0.04369139,,0.04393672,0.04404276,
45,uma-s-1p2,ASE,-265189.76717879,,-265177.31010640,-265201.37563915,,0.04292938,,0.04209618,0.04408865,
46,MACE-OMOL,ASE,-265199.75841582,,-265198.92366704,-196484.97977877,-68745.28342407,0.08700072,,0.08705003,0.07929021,0.03986929
46,aimnet2-nse,ASE,-265403.72733013,,-265401.68274240,-196653.06224142,-68783.09008160,0.00344940,,0.00334767,0.00335409,0.00336876
46,allscaip-md-conserving-all-omol,ASE,-265201.32205622,,-265200.24449080,-196484.69146469,-68745.30884695,0.06144763,,0.05618084,0.05895360,0.06026147
46,allscaip-md-direct-all-omol,ASE,-265200.99799488,,-265198.95169820,-196484.29150395,-68745.31132864,0.01824135,,0.01825523,0.01886666,0.01847647
46,esen-md-direct-all-omol,ASE,-265201.60166525,,-265200.49455179,-196484.56834555,-68745.29616274,0.02663743,,0.02652524,0.02636139,0.02577186
46,esen-sm-conserving-all-omol,ASE,-265200.16561656,,-265200.00202113,-196483.69282965,-68745.29495435,0.03554225,,0.03585910,0.03673411,0.03398204
46,esen-sm-direct-all-omol,ASE,-265200.96036202,,-265199.24893431,-196481.57847447,-68745.31050451,0.01311325,,0.01289425,0.01287768,0.01253512
46,orbmol_v1_conservative,ASE,-265198.56082926,,-265196.81051806,-196483.62303028,-68745.28374344,0.01233453,,0.01451994,0.01258889,0.01291067
46,orbmol_v1_direct,ASE,-265198.36641061,,-265197.28801318,-196484.18146624,-68745.29686663,0.00761327,,0.00764204,0.00757411,0.00740196
46,orbmol_v2,ASE,-265200.02713799,,-265199.43262966,-196484.59304946,-68745.30266296,0.01297270,,0.01344086,0.01428046,0.01272638
46,polar-1-l,ASE,-265199.83639319,,-265197.94374056,-196484.51460530,-68745.40137269,0.18014630,,0.17953396,0.17300525,0.11234069
46,polar-1-m,ASE,-265194.55366182,,-265193.53913327,-196482.01022420,-68745.23708268,0.08406096,,0.08374872,0.08063311,0.06009061
46,polar-1-s,ASE,-265187.21333645,,-265184.36106069,-196476.30005969,-68745.22074053,0.04308343,,0.04289128,0.04305755,0.03933151
46,uma-m-1p1,ASE,-265200.62196662,,-265200.06023305,-196484.10438189,-68745.26371299,0.10738621,,0.09756382,0.10033515,0.09996148
46,uma-s-1p1,ASE,-265200.57167682,,-265198.88913986,-196484.33446971,-68745.28794606,0.04404276,,0.04405328,0.04562327,0.04206539
46,uma-s-1p2,ASE,-265201.37563915,,-265200.34450784,-196483.83667145,-68745.28414388,0.04408865,,0.04224999,0.04175463,0.04000899
47,MACE-OMOL,ASE,-262970.84972074,,-262957.19663687,-194226.77720587,-68745.28342407,0.06141552,,0.06167171,0.05332226,0.03986929
47,aimnet2-nse,ASE,-263158.42207166,,-263139.91975110,-194375.98183040,-68783.09008160,0.00342697,,0.00433390,0.00344315,0.00336876
47,allscaip-md-conserving-all-omol,ASE,-262971.34910950,,-262957.43532571,-194226.41189108,-68745.30884695,0.05860479,,0.05552265,0.05863679,0.06026147
47,allscaip-md-direct-all-omol,ASE,-262971.29560785,,-262956.96034253,-194226.65524636,-68745.31132864,0.01891932,,0.01897118,0.01845325,0.01847647
47,esen-md-direct-all-omol,ASE,-262970.38884931,,-262957.92165029,-194226.65239838,-68745.29616274,0.02636940,,0.03229043,0.02638749,0.02577186
47,esen-sm-conserving-all-omol,ASE,-262969.32732721,,-262956.46125457,-194226.07742934,-68745.29495435,0.03622053,,0.03498439,0.03652609,0.03398204
47,esen-sm-direct-all-omol,ASE,-262971.29187568,,-262952.50020003,-194225.94095291,-68745.31050451,0.01278730,,0.01275838,0.01289698,0.01253512
47,orbmol_v1_conservative,ASE,-262969.94405809,,-262955.78879937,-194225.44190558,-68745.28374344,0.01391369,,0.01206136,0.01378606,0.01291067
47,orbmol_v1_direct,ASE,-262970.57675709,,-262957.09216819,-194225.75155008,-68745.29686663,0.00767833,,0.00763295,0.00881299,0.00740196
47,orbmol_v2,ASE,-262971.20481348,,-262957.83134637,-194227.34890333,-68745.30266296,0.01421420,,0.01357059,0.01413023,0.01272638
47,polar-1-l,ASE,-262968.97537413,,-262954.28939011,-194225.88577712,-68745.40137269,0.15813130,,0.15802951,0.14679265,0.11234069
47,polar-1-m,ASE,-262968.30137156,,-262951.13165223,-194226.00479351,-68745.23708268,0.07601185,,0.07599223,0.07592716,0.06009061
47,polar-1-s,ASE,-262960.21363816,,-262938.70438786,-194222.65504556,-68745.22074053,0.04154622,,0.04238674,0.04564249,0.03933151
47,uma-m-1p1,ASE,-262971.27276106,,-262956.78882485,-194226.16138738,-68745.26371299,0.09627221,,0.09607641,0.09750688,0.09996148
47,uma-s-1p1,ASE,-262970.97630716,,-262956.71171533,-194226.18337665,-68745.28794606,0.04784053,,0.04379254,0.04436467,0.04206539
47,uma-s-1p2,ASE,-262970.54988641,,-262955.98997379,-194226.44768449,-68745.28414388,0.04546737,,0.04598562,0.04628657,0.04000899
48,MACE-OMOL,ASE,-665811.21941043,,-665808.32336752,-597091.95913001,-68745.28342407,0.13031924,,0.12786347,0.11953609,0.03986929
48,aimnet2-nse,ASE,-666206.71353012,,-666206.20823674,-597452.42407201,-68783.09008160,0.00348388,,0.00333756,0.00439474,0.00336876
48,allscaip-md-conserving-all-omol,ASE,-665812.04126725,,-665808.42005584,-597092.61356970,-68745.30884695,0.06250419,,0.06066991,0.06029266,0.06026147
48,allscaip-md-direct-all-omol,ASE,-665812.67198858,,-665808.57441947,-597093.30449756,-68745.31132864,0.01932474,,0.01884135,0.01911614,0.01847647
48,esen-md-direct-all-omol,ASE,-665812.33679579,,-665810.25711538,-597093.31056512,-68745.29616274,0.04258956,,0.02754425,0.02668815,0.02577186
48,esen-sm-conserving-all-omol,ASE,-665812.25344221,,-665808.29645093,-597092.38075744,-68745.29495435,0.03637337,,0.03571480,0.03612267,0.03398204
48,esen-sm-direct-all-omol,ASE,-665812.40824063,,-665805.47636003,-597092.30417714,-68745.31050451,0.02598294,,0.01373720,0.01308653,0.01253512
48,orbmol_v1_conservative,ASE,-665811.55456422,,-665806.65169378,-597092.41174198,-68745.28374344,0.01227597,,0.01303025,0.01438010,0.01291067
48,orbmol_v1_direct,ASE,-665810.95052499,,-665805.89768853,-597090.35336586,-68745.29686663,0.00826352,,0.00766553,0.00778299,0.00740196
48,orbmol_v2,ASE,-665810.89276784,,-665809.14460364,-597092.89053807,-68745.30266296,0.01502782,,0.01353490,0.01430476,0.01272638
48,polar-1-l,ASE,-665809.67086882,,-665807.30372463,-597090.02618406,-68745.40137269,0.26697093,,0.26715058,0.25721694,0.11234069
48,polar-1-m,ASE,-665806.28410117,,-665804.59488626,-597086.17306984,-68745.23708268,0.11739307,,0.11787688,0.11488135,0.06009061
48,polar-1-s,ASE,-665801.28594084,,-665796.92133929,-597086.60913264,-68745.22074053,0.05014297,,0.05154343,0.05154479,0.03933151
48,uma-m-1p1,ASE,-665811.58446484,,-665808.23382384,-597092.32242034,-68745.26371299,0.10722988,,0.10652976,0.09864080,0.09996148
48,uma-s-1p1,ASE,-665811.18936040,,-665806.58162277,-597092.70407192,-68745.28794606,0.04398243,,0.04591079,0.04294837,0.04206539
48,uma-s-1p2,ASE,-665811.30505184,,-665807.78823329,-597092.70005214,-68745.28414388,0.04697360,,0.04715576,0.04685722,0.04000899
49,MACE-OMOL,ASE,-368179.49061163,,-368174.23318933,-299487.61446868,-68745.28342407,0.07179006,,0.06947999,0.06277090,0.03986929
49,aimnet2-nse,ASE,-368408.52416967,,-368406.23254132,-299680.94905662,-68783.09008160,0.00356367,,0.00338550,0.00335873,0.00336876
49,allscaip-md-conserving-all-omol,ASE,-368180.70670598,,-368174.89252606,-299487.02909156,-68745.30884695,0.05516543,,0.05404295,0.05724622,0.06026147
49,allscaip-md-direct-all-omol,ASE,-368181.11271596,,-368175.05973316,-299487.95086936,-68745.31132864,0.01882781,,0.01878143,0.01899848,0.01847647
