species,functional,program,energy_hartree,wall_time_seconds,gpu_time_seconds,cpu_time_seconds,cpu_time_source,nprocs,completed,output_file
43-P1,polar-1-s,ASE,-304.708304908854,,0.04037413,,,,True,structures/reference/43-P1.xyz
43-R1,polar-1-s,ASE,-304.678583998924,,0.03953207,,,,True,structures/reference/43-R1.xyz
43-TS,polar-1-s,ASE,-304.653048072322,,0.04060287,,,,True,structures/reference/43-TS.xyz
44-P1,polar-1-s,ASE,-109.552478074874,,0.03933151,,,,True,structures/reference/44-P1.xyz
44-P2,polar-1-s,ASE,-195.181070008089,,0.03970137,,,,True,structures/reference/44-P2.xyz
44-TS,polar-1-s,ASE,-304.695968148448,,0.04094628,,,,True,structures/reference/44-TS.xyz
45-P1,polar-1-s,ASE,-422.602706949383,,0.04308343,,,,True,structures/reference/45-P1.xyz
45-R1,polar-1-s,ASE,-422.594905090631,,0.04408515,,,,True,structures/reference/45-R1.xyz
45-TS,polar-1-s,ASE,-422.570357037613,,0.04241265,,,,True,structures/reference/45-TS.xyz
46-P1,polar-1-s,ASE,-313.104901295814,,0.04305755,,,,True,structures/reference/46-P1.xyz
46-TS,polar-1-s,ASE,-422.598161558820,,0.04289128,,,,True,structures/reference/46-TS.xyz
47-P1,polar-1-s,ASE,-309.513489509817,,0.04564249,,,,True,structures/reference/47-P1.xyz
47-R1,polar-1-s,ASE,-419.053757175251,,0.04154622,,,,True,structures/reference/47-R1.xyz
47-TS,polar-1-s,ASE,-419.019480004468,,0.04238674,,,,True,structures/reference/47-TS.xyz
48-P1,polar-1-s,ASE,-951.518039380504,,0.05154479,,,,True,structures/reference/48-P1.xyz
48-R1,polar-1-s,ASE,-1061.021842602930,,0.05014297,,,,True,structures/reference/48-R1.xyz
48-TS,polar-1-s,ASE,-1061.014887167905,,0.05154343,,,,True,structures/reference/48-TS.xyz
49-P1,polar-1-s,ASE,-477.246111738224,,0.04390359,,,,True,structures/reference/49-P1.xyz
49-R1,polar-1-s,ASE,-586.699800822693,,0.04466506,,,,True,structures/reference/49-R1.xyz
49-TS,polar-1-s,ASE,-586.698053337996,,0.04301716,,,,True,structures/reference/49-TS.xyz
5-P1,polar-1-s,ASE,-440.095617205005,,0.04213105,,,,True,structures/reference/5-P1.xyz
5-R1,polar-1-s,ASE,-170.831147160732,,0.04160720,,,,True,structures/reference/5-R1.xyz
5-R2,polar-1-s,ASE,-269.224973867220,,0.03928176,,,,True,structures/reference/5-R2.xyz
5-TS,polar-1-s,ASE,-440.044147054357,,0.04276872,,,,True,structures/reference/5-TS.xyz
50-R1,polar-1-s,ASE,-645.014562662757,,0.04676178,,,,True,structures/reference/50-R1.xyz
50-R2,polar-1-s,ASE,-415.971479627878,,0.04250636,,,,True,structures/reference/50-R2.xyz
50-TS,polar-1-s,ASE,-1060.972882873819,,0.05154700,,,,True,structures/reference/50-TS.xyz
6-P1,polar-1-s,ASE,-440.112351157935,,0.04271815,,,,True,structures/reference/6-P1.xyz
6-TS,polar-1-s,ASE,-440.057278672948,,0.04353385,,,,True,structures/reference/6-TS.xyz
7-P1,polar-1-s,ASE,-616.011075333392,,0.04705962,,,,True,structures/reference/7-P1.xyz
7-R1,polar-1-s,ASE,-615.988001264450,,0.04761142,,,,True,structures/reference/7-R1.xyz
7-TS,polar-1-s,ASE,-615.971293919221,,0.04686193,,,,True,structures/reference/7-TS.xyz
8-P1,polar-1-s,ASE,-1115.584503364186,,0.04096649,,,,True,structures/reference/8-P1.xyz
8-R1,polar-1-s,ASE,-157.181599857021,,0.04436318,,,,True,structures/reference/8-R1.xyz
8-R2,polar-1-s,ASE,-958.350408221571,,0.04120878,,,,True,structures/reference/8-R2.xyz
8-TS,polar-1-s,ASE,-1115.519659591039,,0.04099405,,,,True,structures/reference/8-TS.xyz
9-P1,polar-1-s,ASE,-614.831423361618,,0.04556063,,,,True,structures/reference/9-P1.xyz
9-R1,polar-1-s,ASE,-614.828069680756,,0.04521257,,,,True,structures/reference/9-R1.xyz
9-TS,polar-1-s,ASE,-614.785285660675,,0.04512932,,,,True,structures/reference/9-TS.xyz
1-P1,uma-m-1p1,ASE,-616.784348897136,,0.10653535,,,,True,structures/reference/1-P1.xyz
1-R1,uma-m-1p1,ASE,-616.784276545549,,0.10944411,,,,True,structures/reference/1-R1.xyz
1-TS,uma-m-1p1,ASE,-616.769693778428,,0.10864425,,,,True,structures/reference/1-TS.xyz
10-P1,uma-m-1p1,ASE,-153.182909180307,,0.11350024,,,,True,structures/reference/10-P1.xyz
10-P2,uma-m-1p1,ASE,-39.817985474653,,0.10544704,,,,True,structures/reference/10-P2.xyz
10-R1,uma-m-1p1,ASE,-193.014481129158,,0.10492311,,,,True,structures/reference/10-R1.xyz
10-TS,uma-m-1p1,ASE,-192.987122532861,,0.10512176,,,,True,structures/reference/10-TS.xyz
11-P1,uma-m-1p1,ASE,-344.924990730722,,0.11038610,,,,True,structures/reference/11-P1.xyz
11-P2,uma-m-1p1,ASE,-203.450689061253,,0.10522784,,,,True,structures/reference/11-P2.xyz
11-R1,uma-m-1p1,ASE,-548.382138757906,,0.10616113,,,,True,structures/reference/11-R1.xyz
11-TS,uma-m-1p1,ASE,-548.364168910055,,0.10428972,,,,True,structures/reference/11-TS.xyz
12-P1,uma-m-1p1,ASE,-803.593121369004,,0.10098733,,,,True,structures/reference/12-P1.xyz
12-R1,uma-m-1p1,ASE,-646.348118698105,,0.10378466,,,,True,structures/reference/12-R1.xyz
12-R2,uma-m-1p1,ASE,-157.185216931511,,0.10250178,,,,True,structures/reference/12-R2.xyz
12-TS,uma-m-1p1,ASE,-803.534077123291,,0.10298885,,,,True,structures/reference/12-TS.xyz
13-P1,uma-m-1p1,ASE,-456.137667039161,,0.10483056,,,,True,structures/reference/13-P1.xyz
13-R2,uma-m-1p1,ASE,-263.087359724617,,0.09701678,,,,True,structures/reference/13-R2.xyz
13-TS,uma-m-1p1,ASE,-456.087917553458,,0.09555829,,,,True,structures/reference/13-TS.xyz
14-P1,uma-m-1p1,ASE,-388.336436735943,,0.09608469,,,,True,structures/reference/14-P1.xyz
14-R1,uma-m-1p1,ASE,-193.007952237334,,0.10003052,,,,True,structures/reference/14-R1.xyz
14-R2,uma-m-1p1,ASE,-195.254027528954,,0.09695304,,,,True,structures/reference/14-R2.xyz
14-TS,uma-m-1p1,ASE,-388.286473536422,,0.09594664,,,,True,structures/reference/14-TS.xyz
15-P1,uma-m-1p1,ASE,-384.981104337977,,0.09518071,,,,True,structures/reference/15-P1.xyz
15-R1,uma-m-1p1,ASE,-306.393091570348,,0.09522665,,,,True,structures/reference/15-R1.xyz
15-R2,uma-m-1p1,ASE,-78.566484007220,,0.09493454,,,,True,structures/reference/15-R2.xyz
15-TS,uma-m-1p1,ASE,-384.926643187262,,0.09555298,,,,True,structures/reference/15-TS.xyz
16-P1,uma-m-1p1,ASE,-460.209867969099,,0.09718194,,,,True,structures/reference/16-P1.xyz
16-R1,uma-m-1p1,ASE,-381.628559501542,,0.09625402,,,,True,structures/reference/16-R1.xyz
16-TS,uma-m-1p1,ASE,-460.164904941031,,0.09675655,,,,True,structures/reference/16-TS.xyz
17-P1,uma-m-1p1,ASE,-647.650066372396,,0.10053853,,,,True,structures/reference/17-P1.xyz
17-R2,uma-m-1p1,ASE,-341.224691907515,,0.10013345,,,,True,structures/reference/17-R2.xyz
17-TS,uma-m-1p1,ASE,-647.609355272234,,0.09676708,,,,True,structures/reference/17-TS.xyz
18-P1,uma-m-1p1,ASE,-555.288831208754,,0.09607988,,,,True,structures/reference/18-P1.xyz
18-R1,uma-m-1p1,ASE,-398.091518469025,,0.00125452,,,,True,structures/reference/18-R1.xyz
18-TS,uma-m-1p1,ASE,-555.274541009284,,0.09518889,,,,True,structures/reference/18-TS.xyz
19-P1,uma-m-1p1,ASE,-554.059645203515,,0.09575115,,,,True,structures/reference/19-P1.xyz
19-R2,uma-m-1p1,ASE,-155.962770567689,,0.09417337,,,,True,structures/reference/19-R2.xyz
19-TS,uma-m-1p1,ASE,-554.050489559172,,0.09614948,,,,True,structures/reference/19-TS.xyz
2-P1,uma-m-1p1,ASE,-616.806985220453,,0.10065807,,,,True,structures/reference/2-P1.xyz
2-TS,uma-m-1p1,ASE,-616.779661736766,,0.09741990,,,,True,structures/reference/2-TS.xyz
20-P1,uma-m-1p1,ASE,-780.250642191857,,0.09574985,,,,True,structures/reference/20-P1.xyz
20-P2,uma-m-1p1,ASE,-231.542511319352,,0.09457472,,,,True,structures/reference/20-P2.xyz
20-R1,uma-m-1p1,ASE,-1011.793259715976,,0.09513814,,,,True,structures/reference/20-R1.xyz
20-TS,uma-m-1p1,ASE,-1011.775728314904,,0.09571841,,,,True,structures/reference/20-TS.xyz
21-P1,uma-m-1p1,ASE,-914.580813755104,,0.10024406,,,,True,structures/reference/21-P1.xyz
21-R1,uma-m-1p1,ASE,-914.566443581466,,0.09512137,,,,True,structures/reference/21-R1.xyz
21-TS,uma-m-1p1,ASE,-914.554896874657,,0.09508395,,,,True,structures/reference/21-TS.xyz
22-P1,uma-m-1p1,ASE,-595.212950610989,,0.09501338,,,,True,structures/reference/22-P1.xyz
22-R1,uma-m-1p1,ASE,-595.191829591577,,0.09537769,,,,True,structures/reference/22-R1.xyz
22-TS,uma-m-1p1,ASE,-595.175929348329,,0.09626706,,,,True,structures/reference/22-TS.xyz
23-P1,uma-m-1p1,ASE,-310.932897869277,,0.09495595,,,,True,structures/reference/23-P1.xyz
23-R1,uma-m-1p1,ASE,-310.927434720638,,0.09468615,,,,True,structures/reference/23-R1.xyz
23-TS,uma-m-1p1,ASE,-310.911639380671,,0.09434239,,,,True,structures/reference/23-TS.xyz
24-P1,uma-m-1p1,ASE,-463.392780907886,,0.09562793,,,,True,structures/reference/24-P1.xyz
24-R1,uma-m-1p1,ASE,-463.353936966886,,0.37164327,,,,True,structures/reference/24-R1.xyz
24-TS,uma-m-1p1,ASE,-463.368006626517,,0.10167573,,,,True,structures/reference/24-TS.xyz
25-P1,uma-m-1p1,ASE,-385.440665517138,,0.09990086,,,,True,structures/reference/25-P1.xyz
25-R1,uma-m-1p1,ASE,-384.761034253085,,0.10215850,,,,True,structures/reference/25-R1.xyz
25-R2,uma-m-1p1,ASE,-40.491039967453,,0.10144396,,,,True,structures/reference/25-R2.xyz
25-TS,uma-m-1p1,ASE,-425.237314997886,,0.10366003,,,,True,structures/reference/25-TS.xyz
26-P2,uma-m-1p1,ASE,-115.048089655995,,0.10199734,,,,True,structures/reference/26-P2.xyz
26-R2,uma-m-1p1,ASE,-115.716936618503,,0.10194791,,,,True,structures/reference/26-R2.xyz
26-TS,uma-m-1p1,ASE,-500.469991190380,,0.10689345,,,,True,structures/reference/26-TS.xyz
27-P1,uma-m-1p1,ASE,-75.742446602323,,0.10205253,,,,True,structures/reference/27-P1.xyz
27-P2,uma-m-1p1,ASE,-549.227849267537,,0.10127043,,,,True,structures/reference/27-P2.xyz
27-R1,uma-m-1p1,ASE,-548.542669622865,,0.10199517,,,,True,structures/reference/27-R1.xyz
27-R2,uma-m-1p1,ASE,-76.433552138778,,0.10053411,,,,True,structures/reference/27-R2.xyz
27-TS,uma-m-1p1,ASE,-624.964963965947,,0.10296340,,,,True,structures/reference/27-TS.xyz
28-TS,uma-m-1p1,ASE,-589.025099675119,,0.10363196,,,,True,structures/reference/28-TS.xyz
29-P1,uma-m-1p1,ASE,-157.744755215193,,0.10287391,,,,True,structures/reference/29-P1.xyz
29-R1,uma-m-1p1,ASE,-158.403014977774,,0.10210474,,,,True,structures/reference/29-R1.xyz
29-TS,uma-m-1p1,ASE,-706.942943152305,,0.10367074,,,,True,structures/reference/29-TS.xyz
3-P1,uma-m-1p1,ASE,-834.251587618686,,0.10319994,,,,True,structures/reference/3-P1.xyz
3-R1,uma-m-1p1,ASE,-834.231060876683,,0.10349796,,,,True,structures/reference/3-R1.xyz
3-TS,uma-m-1p1,ASE,-834.212329199990,,0.10554694,,,,True,structures/reference/3-TS.xyz
30-P1,uma-m-1p1,ASE,-117.231483718070,,0.10222114,,,,True,structures/reference/30-P1.xyz
30-R1,uma-m-1p1,ASE,-117.875380246365,,0.10313596,,,,True,structures/reference/30-R1.xyz
30-TS,uma-m-1p1,ASE,-666.413881343954,,0.10315708,,,,True,structures/reference/30-TS.xyz
31-P1,uma-m-1p1,ASE,-754.138784188718,,0.10298748,,,,True,structures/reference/31-P1.xyz
31-R1,uma-m-1p1,ASE,-754.116657832848,,0.10382551,,,,True,structures/reference/31-R1.xyz
31-TS,uma-m-1p1,ASE,-754.106280759240,,0.10372867,,,,True,structures/reference/31-TS.xyz
32-P1,uma-m-1p1,ASE,-562.378801750227,,0.10327137,,,,True,structures/reference/32-P1.xyz
32-R1,uma-m-1p1,ASE,-562.362968869106,,0.10281139,,,,True,structures/reference/32-R1.xyz
32-TS,uma-m-1p1,ASE,-562.350266437460,,0.10281047,,,,True,structures/reference/32-TS.xyz
33-P1,uma-m-1p1,ASE,-679.070427337970,,0.10711530,,,,True,structures/reference/33-P1.xyz
33-R1,uma-m-1p1,ASE,-679.056924593928,,0.10316103,,,,True,structures/reference/33-R1.xyz
33-TS,uma-m-1p1,ASE,-679.042877448722,,0.10304841,,,,True,structures/reference/33-TS.xyz
34-P1,uma-m-1p1,ASE,-1139.894998620120,,0.10212740,,,,True,structures/reference/34-P1.xyz
34-R1,uma-m-1p1,ASE,-1139.881024167737,,0.10284334,,,,True,structures/reference/34-R1.xyz
34-TS,uma-m-1p1,ASE,-1139.867303131857,,0.10353050,,,,True,structures/reference/34-TS.xyz
35-P1,uma-m-1p1,ASE,-3253.716895274530,,0.10240898,,,,True,structures/reference/35-P1.xyz
35-R1,uma-m-1p1,ASE,-3253.702050056966,,0.10247020,,,,True,structures/reference/35-R1.xyz
35-TS,uma-m-1p1,ASE,-3253.687821568874,,0.10351375,,,,True,structures/reference/35-TS.xyz
36-P1,uma-m-1p1,ASE,-1074.908378463870,,0.10478543,,,,True,structures/reference/36-P1.xyz
36-R1,uma-m-1p1,ASE,-1074.867426458382,,0.10395263,,,,True,structures/reference/36-R1.xyz
36-TS,uma-m-1p1,ASE,-1074.872572800524,,0.10455105,,,,True,structures/reference/36-TS.xyz
37-P1,uma-m-1p1,ASE,-751.941507505259,,0.10424389,,,,True,structures/reference/37-P1.xyz
37-R1,uma-m-1p1,ASE,-751.911504407445,,0.10377236,,,,True,structures/reference/37-R1.xyz
37-TS,uma-m-1p1,ASE,-751.907877949491,,0.10431301,,,,True,structures/reference/37-TS.xyz
38-P1,uma-m-1p1,ASE,-348.291666198907,,0.10423357,,,,True,structures/reference/38-P1.xyz
38-P2,uma-m-1p1,ASE,-460.126132814017,,0.00109537,,,,True,structures/reference/38-P2.xyz
38-R1,uma-m-1p1,ASE,-808.436807245095,,0.10493883,,,,True,structures/reference/38-R1.xyz
38-TS,uma-m-1p1,ASE,-808.423070846145,,0.10473629,,,,True,structures/reference/38-TS.xyz
39-P2,uma-m-1p1,ASE,-2573.968461835595,,0.00103625,,,,True,structures/reference/39-P2.xyz
39-R1,uma-m-1p1,ASE,-2922.260721653739,,0.10846916,,,,True,structures/reference/39-R1.xyz
39-TS,uma-m-1p1,ASE,-2922.256548780612,,0.10576397,,,,True,structures/reference/39-TS.xyz
4-P1,uma-m-1p1,ASE,-834.258760102937,,0.10438685,,,,True,structures/reference/4-P1.xyz
4-TS,uma-m-1p1,ASE,-834.206386282616,,0.10502424,,,,True,structures/reference/4-TS.xyz
40-P1,uma-m-1p1,ASE,-462.818223945750,,0.10847283,,,,True,structures/reference/40-P1.xyz
40-R1,uma-m-1p1,ASE,-922.968017276394,,0.10508187,,,,True,structures/reference/40-R1.xyz
40-TS,uma-m-1p1,ASE,-922.954768980988,,0.10900144,,,,True,structures/reference/40-TS.xyz
41-P1,uma-m-1p1,ASE,-822.706900612839,,0.10226565,,,,True,structures/reference/41-P1.xyz
41-R1,uma-m-1p1,ASE,-1282.858554793020,,0.10434120,,,,True,structures/reference/41-R1.xyz
41-TS,uma-m-1p1,ASE,-1282.849075540729,,0.10749281,,,,True,structures/reference/41-TS.xyz
42-P1,uma-m-1p1,ASE,-509.383824869863,,0.10680377,,,,True,structures/reference/42-P1.xyz
42-R1,uma-m-1p1,ASE,-430.784696968575,,0.10563582,,,,True,structures/reference/42-R1.xyz
42-TS,uma-m-1p1,ASE,-509.334583999250,,0.10641479,,,,True,structures/reference/42-TS.xyz
43-P1,uma-m-1p1,ASE,-304.717539480168,,0.10614530,,,,True,structures/reference/43-P1.xyz
43-R1,uma-m-1p1,ASE,-304.684947897951,,0.10301598,,,,True,structures/reference/43-R1.xyz
43-TS,uma-m-1p1,ASE,-304.670695540593,,0.10375023,,,,True,structures/reference/43-TS.xyz
44-P1,uma-m-1p1,ASE,-109.552546555853,,0.09996148,,,,True,structures/reference/44-P1.xyz
44-P2,uma-m-1p1,ASE,-195.189307985045,,0.10248225,,,,True,structures/reference/44-P2.xyz
44-TS,uma-m-1p1,ASE,-304.712126209893,,0.09877922,,,,True,structures/reference/44-TS.xyz
45-P1,uma-m-1p1,ASE,-422.624074960808,,0.10738621,,,,True,structures/reference/45-P1.xyz
45-R1,uma-m-1p1,ASE,-422.606922927257,,0.10188671,,,,True,structures/reference/45-R1.xyz
45-TS,uma-m-1p1,ASE,-422.586992162197,,0.09706163,,,,True,structures/reference/45-TS.xyz
46-P1,uma-m-1p1,ASE,-313.117338274390,,0.10033515,,,,True,structures/reference/46-P1.xyz
46-TS,uma-m-1p1,ASE,-422.623179781425,,0.09756382,,,,True,structures/reference/46-TS.xyz
47-P1,uma-m-1p1,ASE,-309.519077220951,,0.09750688,,,,True,structures/reference/47-P1.xyz
47-R1,uma-m-1p1,ASE,-419.071381008669,,0.09627221,,,,True,structures/reference/47-R1.xyz
47-TS,uma-m-1p1,ASE,-419.048299388055,,0.09607641,,,,True,structures/reference/47-TS.xyz
48-P1,uma-m-1p1,ASE,-951.527144083627,,0.09864080,,,,True,structures/reference/48-P1.xyz
48-R1,uma-m-1p1,ASE,-1061.038254344904,,0.10722988,,,,True,structures/reference/48-R1.xyz
48-TS,uma-m-1p1,ASE,-1061.032914758799,,0.10652976,,,,True,structures/reference/48-TS.xyz
49-P1,uma-m-1p1,ASE,-477.261812525759,,0.09793477,,,,True,structures/reference/49-P1.xyz
49-R1,uma-m-1p1,ASE,-586.732802933991,,0.09688621,,,,True,structures/reference/49-R1.xyz
49-TS,uma-m-1p1,ASE,-586.725206949866,,0.30474854,,,,True,structures/reference/49-TS.xyz
5-P1,uma-m-1p1,ASE,-440.101291178988,,0.09790349,,,,True,structures/reference/5-P1.xyz
5-R1,uma-m-1p1,ASE,-170.830847056500,,0.09613776,,,,True,structures/reference/5-R1.xyz
5-R2,uma-m-1p1,ASE,-269.227036065259,,0.09576199,,,,True,structures/reference/5-R2.xyz
5-TS,uma-m-1p1,ASE,-440.066685808455,,0.09598674,,,,True,structures/reference/5-TS.xyz
50-R1,uma-m-1p1,ASE,-645.017431153356,,0.09934157,,,,True,structures/reference/50-R1.xyz
50-R2,uma-m-1p1,ASE,-415.971855835933,,0.09820278,,,,True,structures/reference/50-R2.xyz
50-TS,uma-m-1p1,ASE,-1060.991035178986,,0.10138306,,,,True,structures/reference/50-TS.xyz
6-P1,uma-m-1p1,ASE,-440.129558753109,,0.09740839,,,,True,structures/reference/6-P1.xyz
6-TS,uma-m-1p1,ASE,-440.062390880781,,0.09999145,,,,True,structures/reference/6-TS.xyz
7-P1,uma-m-1p1,ASE,-616.019055462697,,0.09509078,,,,True,structures/reference/7-P1.xyz
7-R1,uma-m-1p1,ASE,-615.994894764449,,0.09513935,,,,True,structures/reference/7-R1.xyz
7-TS,uma-m-1p1,ASE,-615.981160958122,,0.09578200,,,,True,structures/reference/7-TS.xyz
8-P1,uma-m-1p1,ASE,-1115.589627897516,,0.09536106,,,,True,structures/reference/8-P1.xyz
8-R1,uma-m-1p1,ASE,-157.181667445851,,0.09519267,,,,True,structures/reference/8-R1.xyz
8-R2,uma-m-1p1,ASE,-958.351178416170,,0.09463163,,,,True,structures/reference/8-R2.xyz
8-TS,uma-m-1p1,ASE,-1115.534156660500,,0.09586167,,,,True,structures/reference/8-TS.xyz
9-P1,uma-m-1p1,ASE,-614.846153398140,,0.09588019,,,,True,structures/reference/9-P1.xyz
9-R1,uma-m-1p1,ASE,-614.831007377349,,0.09448482,,,,True,structures/reference/9-R1.xyz
9-TS,uma-m-1p1,ASE,-614.813396370182,,0.09590939,,,,True,structures/reference/9-TS.xyz
1-P1,uma-s-1p1,ASE,-616.783468761284,,0.04741826,,,,True,structures/reference/1-P1.xyz
1-R1,uma-s-1p1,ASE,-616.779341167268,,0.04481655,,,,True,structures/reference/1-R1.xyz
1-TS,uma-s-1p1,ASE,-616.764657835390,,0.04848411,,,,True,structures/reference/1-TS.xyz
10-P1,uma-s-1p1,ASE,-153.183198388922,,0.04453999,,,,True,structures/reference/10-P1.xyz
10-P2,uma-s-1p1,ASE,-39.819087416570,,0.04426401,,,,True,structures/reference/10-P2.xyz
10-R1,uma-s-1p1,ASE,-193.015403327322,,0.04433061,,,,True,structures/reference/10-R1.xyz
10-TS,uma-s-1p1,ASE,-192.986640161885,,0.04436566,,,,True,structures/reference/10-TS.xyz
11-P1,uma-s-1p1,ASE,-344.924704887134,,0.04852413,,,,True,structures/reference/11-P1.xyz
11-P2,uma-s-1p1,ASE,-203.450460949679,,0.04379758,,,,True,structures/reference/11-P2.xyz
11-R1,uma-s-1p1,ASE,-548.379300768789,,0.04388337,,,,True,structures/reference/11-R1.xyz
11-TS,uma-s-1p1,ASE,-548.362295136973,,0.04333042,,,,True,structures/reference/11-TS.xyz
12-P1,uma-s-1p1,ASE,-803.592431992077,,0.04434076,,,,True,structures/reference/12-P1.xyz
12-R1,uma-s-1p1,ASE,-646.347393054529,,0.04336023,,,,True,structures/reference/12-R1.xyz
12-R2,uma-s-1p1,ASE,-157.185282917539,,0.04421688,,,,True,structures/reference/12-R2.xyz
12-TS,uma-s-1p1,ASE,-803.533089564736,,0.04336390,,,,True,structures/reference/12-TS.xyz
13-P1,uma-s-1p1,ASE,-456.138223895493,,0.04294191,,,,True,structures/reference/13-P1.xyz
13-R2,uma-s-1p1,ASE,-263.087359894054,,0.04699121,,,,True,structures/reference/13-R2.xyz
13-TS,uma-s-1p1,ASE,-456.086705342206,,0.04545083,,,,True,structures/reference/13-TS.xyz
14-P1,uma-s-1p1,ASE,-388.336291021552,,0.04800993,,,,True,structures/reference/14-P1.xyz
14-R1,uma-s-1p1,ASE,-193.008421750612,,0.04314106,,,,True,structures/reference/14-R1.xyz
14-R2,uma-s-1p1,ASE,-195.254038138918,,0.04463521,,,,True,structures/reference/14-R2.xyz
14-TS,uma-s-1p1,ASE,-388.283977225616,,0.04375173,,,,True,structures/reference/14-TS.xyz
15-P1,uma-s-1p1,ASE,-384.981578228375,,0.04334061,,,,True,structures/reference/15-P1.xyz
15-R1,uma-s-1p1,ASE,-306.392622789170,,0.04359293,,,,True,structures/reference/15-R1.xyz
15-R2,uma-s-1p1,ASE,-78.566517725907,,0.04510554,,,,True,structures/reference/15-R2.xyz
15-TS,uma-s-1p1,ASE,-384.920252059723,,0.04458072,,,,True,structures/reference/15-TS.xyz
16-P1,uma-s-1p1,ASE,-460.209830431038,,0.04425409,,,,True,structures/reference/16-P1.xyz
16-R1,uma-s-1p1,ASE,-381.628504363368,,0.04308587,,,,True,structures/reference/16-R1.xyz
16-TS,uma-s-1p1,ASE,-460.158539457197,,0.04855574,,,,True,structures/reference/16-TS.xyz
17-P1,uma-s-1p1,ASE,-647.649119674849,,0.04463290,,,,True,structures/reference/17-P1.xyz
17-R2,uma-s-1p1,ASE,-341.224742944106,,0.04264717,,,,True,structures/reference/17-R2.xyz
17-TS,uma-s-1p1,ASE,-647.611532278963,,0.04409328,,,,True,structures/reference/17-TS.xyz
18-P1,uma-s-1p1,ASE,-555.288939191881,,0.04313033,,,,True,structures/reference/18-P1.xyz
18-R1,uma-s-1p1,ASE,-398.091518469025,,0.00117560,,,,True,structures/reference/18-R1.xyz
18-TS,uma-s-1p1,ASE,-555.274645523063,,0.04342539,,,,True,structures/reference/18-TS.xyz
19-P1,uma-s-1p1,ASE,-554.060229315033,,0.04389737,,,,True,structures/reference/19-P1.xyz
19-R2,uma-s-1p1,ASE,-155.962836599400,,0.04289831,,,,True,structures/reference/19-R2.xyz
19-TS,uma-s-1p1,ASE,-554.049646100485,,0.04317028,,,,True,structures/reference/19-TS.xyz
2-P1,uma-s-1p1,ASE,-616.806850334019,,0.04425872,,,,True,structures/reference/2-P1.xyz
2-TS,uma-s-1p1,ASE,-616.776856987636,,0.04776075,,,,True,structures/reference/2-TS.xyz
20-P1,uma-s-1p1,ASE,-780.251237029982,,0.04390437,,,,True,structures/reference/20-P1.xyz
20-P2,uma-s-1p1,ASE,-231.542008590464,,0.04291359,,,,True,structures/reference/20-P2.xyz
20-R1,uma-s-1p1,ASE,-1011.794647333116,,0.04406236,,,,True,structures/reference/20-R1.xyz
20-TS,uma-s-1p1,ASE,-1011.776302663984,,0.04477552,,,,True,structures/reference/20-TS.xyz
21-P1,uma-s-1p1,ASE,-914.580176296898,,0.04372164,,,,True,structures/reference/21-P1.xyz
21-R1,uma-s-1p1,ASE,-914.567474131413,,0.04286906,,,,True,structures/reference/21-R1.xyz
21-TS,uma-s-1p1,ASE,-914.554106665058,,0.04295773,,,,True,structures/reference/21-TS.xyz
22-P1,uma-s-1p1,ASE,-595.212894587690,,0.04469313,,,,True,structures/reference/22-P1.xyz
22-R1,uma-s-1p1,ASE,-595.190925342994,,0.04389516,,,,True,structures/reference/22-R1.xyz
22-TS,uma-s-1p1,ASE,-595.175785693581,,0.04304050,,,,True,structures/reference/22-TS.xyz
23-P1,uma-s-1p1,ASE,-310.933226979648,,0.04405183,,,,True,structures/reference/23-P1.xyz
23-R1,uma-s-1p1,ASE,-310.927966577555,,0.04459836,,,,True,structures/reference/23-R1.xyz
23-TS,uma-s-1p1,ASE,-310.912531341501,,0.04363681,,,,True,structures/reference/23-TS.xyz
24-P1,uma-s-1p1,ASE,-463.392577592393,,0.04429319,,,,True,structures/reference/24-P1.xyz
24-R1,uma-s-1p1,ASE,-463.369740799680,,0.04322648,,,,True,structures/reference/24-R1.xyz
24-TS,uma-s-1p1,ASE,-463.364203304390,,0.04422312,,,,True,structures/reference/24-TS.xyz
25-P1,uma-s-1p1,ASE,-385.441137855522,,0.04288812,,,,True,structures/reference/25-P1.xyz
25-R1,uma-s-1p1,ASE,-384.751989727967,,0.04573303,,,,True,structures/reference/25-R1.xyz
25-R2,uma-s-1p1,ASE,-40.491076873497,,0.04358633,,,,True,structures/reference/25-R2.xyz
25-TS,uma-s-1p1,ASE,-425.237977352087,,0.04321833,,,,True,structures/reference/25-TS.xyz
26-P2,uma-s-1p1,ASE,-115.048156249542,,0.04279378,,,,True,structures/reference/26-P2.xyz
26-R2,uma-s-1p1,ASE,-115.716986994001,,0.04307421,,,,True,structures/reference/26-R2.xyz
26-TS,uma-s-1p1,ASE,-500.471650574257,,0.04430407,,,,True,structures/reference/26-TS.xyz
27-P1,uma-s-1p1,ASE,-75.742026053524,,0.04353813,,,,True,structures/reference/27-P1.xyz
27-P2,uma-s-1p1,ASE,-549.228788923627,,0.04260912,,,,True,structures/reference/27-P2.xyz
27-R1,uma-s-1p1,ASE,-548.584023792264,,0.04428617,,,,True,structures/reference/27-R1.xyz
27-R2,uma-s-1p1,ASE,-76.433597874502,,0.04187034,,,,True,structures/reference/27-R2.xyz
27-TS,uma-s-1p1,ASE,-624.969017387377,,0.04373187,,,,True,structures/reference/27-TS.xyz
